asset_ID,currency,image_URL,name,price,purchase_URL,quality
201000135,ETH,https://card.godsunchained.com/?id=1052&q=4&w=512&png=true,Warmonger Smith, 0.0084,https://godsunchained.com/marketplace/search/(asset:details/1052/4/your_contract_number/card),Meteorite
201000136,ETH,https://card.godsunchained.com/?id=133&q=2&w=512&png=true,Nemris the Unstable, 1.55,https://godsunchained.com/marketplace/search/(asset:details/133/2/your_contract_number/card),Gold
201000137,ETH,https://card.godsunchained.com/?id=114&q=2&w=512&png=true,Tutankhamun, 2.38,https://godsunchained.com/marketplace/search/(asset:details/114/2/your_contract_number/card),Gold
201000138,ETH,https://card.godsunchained.com/?id=146&q=3&w=512&png=true,Mistress Scythia, 0.325,https://godsunchained.com/marketplace/search/(asset:details/146/3/your_contract_number/card),Shadow
201000139,ETH,https://card.godsunchained.com/?id=1240&q=4&w=512&png=true,Metamorphosis, 0.007,https://godsunchained.com/marketplace/search/(asset:details/1240/4/your_contract_number/card),Meteorite
201000140,ETH,https://card.godsunchained.com/?id=1101&q=4&w=512&png=true,Wildfire, 0.007,https://godsunchained.com/marketplace/search/(asset:details/1101/4/your_contract_number/card),Meteorite
201000141,ETH,https://card.godsunchained.com/?id=94&q=4&w=512&png=true,Demogorgon, 0.1389,https://godsunchained.com/marketplace/search/(asset:details/94/4/your_contract_number/card),Meteorite
201000142,ETH,https://card.godsunchained.com/?id=13&q=1&w=512&png=true,Charm, 1.5,https://godsunchained.com/marketplace/search/(asset:details/13/1/your_contract_number/card),Diamond
201000143,ETH,https://card.godsunchained.com/?id=361&q=2&w=512&png=true,Loam Naturalist, 0.025,https://godsunchained.com/marketplace/search/(asset:details/361/2/your_contract_number/card),Gold
201000144,ETH,https://card.godsunchained.com/?id=332&q=1&w=512&png=true,Heads or Tails, 0.1,https://godsunchained.com/marketplace/search/(asset:details/332/1/your_contract_number/card),Diamond
201000145,ETH,https://card.godsunchained.com/?id=319&q=4&w=512&png=true,Griffith The Chosen, 0.0699,https://godsunchained.com/marketplace/search/(asset:details/319/4/your_contract_number/card),Meteorite
201000146,ETH,https://card.godsunchained.com/?id=50&q=2&w=512&png=true,Anputian Magus, 0.1,https://godsunchained.com/marketplace/search/(asset:details/50/2/your_contract_number/card),Gold
201000147,ETH,https://card.godsunchained.com/?id=241&q=2&w=512&png=true,Servant of Inti, 0.04,https://godsunchained.com/marketplace/search/(asset:details/241/2/your_contract_number/card),Gold
201000148,ETH,https://card.godsunchained.com/?id=201&q=2&w=512&png=true,Mugging, 0.1,https://godsunchained.com/marketplace/search/(asset:details/201/2/your_contract_number/card),Gold
201000149,ETH,https://card.godsunchained.com/?id=277&q=4&w=512&png=true,Omnipresence, 0.0001,https://godsunchained.com/marketplace/search/(asset:details/277/4/your_contract_number/card),Meteorite
