name,price,currency,quality,purchase_URL,image_URL
1065,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1065-4,https://card.godsunchained.com/?id=1065&q=4&w=512&png=true
1066,0.409,ETH,4,https://tokentrove.com/GodsUnchainedCards/1066-4,https://card.godsunchained.com/?id=1066&q=4&w=512&png=true
1067,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1067-4,https://card.godsunchained.com/?id=1067&q=4&w=512&png=true
1068,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1068-4,https://card.godsunchained.com/?id=1068&q=4&w=512&png=true
1069,2.05,ETH,4,https://tokentrove.com/GodsUnchainedCards/1069-4,https://card.godsunchained.com/?id=1069&q=4&w=512&png=true
107,49.2,ETH,1,https://tokentrove.com/GodsUnchainedCards/107-1,https://card.godsunchained.com/?id=107&q=1&w=512&png=true
107,2.4087,ETH,2,https://tokentrove.com/GodsUnchainedCards/107-2,https://card.godsunchained.com/?id=107&q=2&w=512&png=true
107,0.1025,ETH,3,https://tokentrove.com/GodsUnchainedCards/107-3,https://card.godsunchained.com/?id=107&q=3&w=512&png=true
107,0.041,ETH,4,https://tokentrove.com/GodsUnchainedCards/107-4,https://card.godsunchained.com/?id=107&q=4&w=512&png=true
1070,0.41,ETH,4,https://tokentrove.com/GodsUnchainedCards/1070-4,https://card.godsunchained.com/?id=1070&q=4&w=512&png=true
1071,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1071-4,https://card.godsunchained.com/?id=1071&q=4&w=512&png=true
1072,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1072-4,https://card.godsunchained.com/?id=1072&q=4&w=512&png=true
1073,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1073-4,https://card.godsunchained.com/?id=1073&q=4&w=512&png=true
1074,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/1074-4,https://card.godsunchained.com/?id=1074&q=4&w=512&png=true
1075,0.0092,ETH,4,https://tokentrove.com/GodsUnchainedCards/1075-4,https://card.godsunchained.com/?id=1075&q=4&w=512&png=true
1076,0.6867,ETH,4,https://tokentrove.com/GodsUnchainedCards/1076-4,https://card.godsunchained.com/?id=1076&q=4&w=512&png=true
1077,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1077-4,https://card.godsunchained.com/?id=1077&q=4&w=512&png=true
1078,12.3,ETH,4,https://tokentrove.com/GodsUnchainedCards/1078-4,https://card.godsunchained.com/?id=1078&q=4&w=512&png=true
1079,0.0185,ETH,4,https://tokentrove.com/GodsUnchainedCards/1079-4,https://card.godsunchained.com/?id=1079&q=4&w=512&png=true
108,18.45,ETH,1,https://tokentrove.com/GodsUnchainedCards/108-1,https://card.godsunchained.com/?id=108&q=1&w=512&png=true
108,0.5945,ETH,2,https://tokentrove.com/GodsUnchainedCards/108-2,https://card.godsunchained.com/?id=108&q=2&w=512&png=true
108,0.0307,ETH,3,https://tokentrove.com/GodsUnchainedCards/108-3,https://card.godsunchained.com/?id=108&q=3&w=512&png=true
108,0.0103,ETH,4,https://tokentrove.com/GodsUnchainedCards/108-4,https://card.godsunchained.com/?id=108&q=4&w=512&png=true
1080,1.599,ETH,4,https://tokentrove.com/GodsUnchainedCards/1080-4,https://card.godsunchained.com/?id=1080&q=4&w=512&png=true
1081,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1081-4,https://card.godsunchained.com/?id=1081&q=4&w=512&png=true
1082,0.0205,ETH,4,https://tokentrove.com/GodsUnchainedCards/1082-4,https://card.godsunchained.com/?id=1082&q=4&w=512&png=true
1083,0.4305,ETH,4,https://tokentrove.com/GodsUnchainedCards/1083-4,https://card.godsunchained.com/?id=1083&q=4&w=512&png=true
1084,0.0307,ETH,4,https://tokentrove.com/GodsUnchainedCards/1084-4,https://card.godsunchained.com/?id=1084&q=4&w=512&png=true
1085,2.6435,ETH,4,https://tokentrove.com/GodsUnchainedCards/1085-4,https://card.godsunchained.com/?id=1085&q=4&w=512&png=true
1086,0.0717,ETH,4,https://tokentrove.com/GodsUnchainedCards/1086-4,https://card.godsunchained.com/?id=1086&q=4&w=512&png=true
1087,0.0082,ETH,4,https://tokentrove.com/GodsUnchainedCards/1087-4,https://card.godsunchained.com/?id=1087&q=4&w=512&png=true
