asset_ID,currency,image_URL,name,price,purchase_URL
82,ETH,https://lh3.googleusercontent.com/yVcd1tlAfKUgAHiTk7888cS1A_xRnm-2dyPWW0LU6zQax1GppCYfRgUhQo_y-97DMqf2d98jT2vmMwH6wxTi8YCg-Q,Hot air Griffin #112150121,0.15,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112150121
83,ETH,https://lh3.googleusercontent.com/jpajoiJlY1DqCSzG79kW5Ng86cwhOa4D7JCZNVZOe6dI7B2doiiVmB3q969i-acwbX7EdmUTTct5lB3zuMlt65S2,Puss in Boots #112500319,0.06,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112500319
84,ETH,https://lh3.googleusercontent.com/jpajoiJlY1DqCSzG79kW5Ng86cwhOa4D7JCZNVZOe6dI7B2doiiVmB3q969i-acwbX7EdmUTTct5lB3zuMlt65S2,Puss in Boots #112500314,0.0279,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112500314
85,ETH,https://lh3.googleusercontent.com/kP3GllQ6ygpVvcp5ot3Jn_-14Hllceo1fFtJk5MfyHL2ariQAXIolXPJihlOBDbKWXrczOJZMSgdUmtd_x4eg5Vl3w,Puss in Boots #112500300,0.12,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112500300
86,ETH,https://lh3.googleusercontent.com/kP3GllQ6ygpVvcp5ot3Jn_-14Hllceo1fFtJk5MfyHL2ariQAXIolXPJihlOBDbKWXrczOJZMSgdUmtd_x4eg5Vl3w,Puss in Boots #112500291,0.115,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112500291
87,ETH,https://lh3.googleusercontent.com/ZsiLTUBZhdHs3XaA4fyuf2BtI0RIOVqT1oxrHTuSUVoGI_lO75IGUt536zvqmVbiP90v5KOceLej0HX2FOniV6xY,Wave Rider Little Mermaid #111500292,0.12,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111500292
88,ETH,https://lh3.googleusercontent.com/ZsiLTUBZhdHs3XaA4fyuf2BtI0RIOVqT1oxrHTuSUVoGI_lO75IGUt536zvqmVbiP90v5KOceLej0HX2FOniV6xY,Wave Rider Little Mermaid #111500273,0.15,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111500273
89,ETH,https://lh3.googleusercontent.com/ZsiLTUBZhdHs3XaA4fyuf2BtI0RIOVqT1oxrHTuSUVoGI_lO75IGUt536zvqmVbiP90v5KOceLej0HX2FOniV6xY,Wave Rider Little Mermaid #111500261,0.078,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111500261
90,ETH,https://lh3.googleusercontent.com/jpajoiJlY1DqCSzG79kW5Ng86cwhOa4D7JCZNVZOe6dI7B2doiiVmB3q969i-acwbX7EdmUTTct5lB3zuMlt65S2,Puss in Boots #112500207,0.034,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112500207
91,ETH,https://lh3.googleusercontent.com/ZsiLTUBZhdHs3XaA4fyuf2BtI0RIOVqT1oxrHTuSUVoGI_lO75IGUt536zvqmVbiP90v5KOceLej0HX2FOniV6xY,Wave Rider Little Mermaid #111500194,0.21,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111500194
92,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900401,0.06,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900401
93,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900397,0.055,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900397
94,ETH,https://lh3.googleusercontent.com/ZsiLTUBZhdHs3XaA4fyuf2BtI0RIOVqT1oxrHTuSUVoGI_lO75IGUt536zvqmVbiP90v5KOceLej0HX2FOniV6xY,Wave Rider Little Mermaid #111500096,0.13,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111500096
95,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350384,0.1,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350384
96,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350373,0.09,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350373
97,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350322,0.04,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350322
98,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350313,0.2,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350313
99,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350291,0.07,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350291
100,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350287,0.12,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350287
101,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350283,0.1,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350283
102,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350174,0.06,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350174
103,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350159,0.05,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350159
104,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350135,0.04,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350135
105,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350092,0.15,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350092
106,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350080,0.04,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350080
107,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350073,0.04,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350073
108,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350066,0.12,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350066
109,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350035,0.04,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350035
110,ETH,https://lh3.googleusercontent.com/Qqj8vah_CKt9vGYEZ_vd0gBGkZvjSIOvkhx7FGUCLpsjjzNMv7CHBnoQqywuTEfTs0pQyqNOD_UhrRRFHcDyvA,Ouroboros #111350020,0.1,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111350020
111,ETH,https://lh3.googleusercontent.com/_IerXDURlhKPsS-V9NbdZiKq8moHMrUxuHfvCTx5Fb6hFA5yTjpxrgLMu7d-roE5-h00XMuJ6lfUrsnkMOzBve0x,The Emperor with New Clothes #111300205,0.2,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111300205
112,ETH,https://lh3.googleusercontent.com/_IerXDURlhKPsS-V9NbdZiKq8moHMrUxuHfvCTx5Fb6hFA5yTjpxrgLMu7d-roE5-h00XMuJ6lfUrsnkMOzBve0x,The Emperor with New Clothes #111300201,0.2,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111300201
113,ETH,https://lh3.googleusercontent.com/thNsUFTdA3Tj4BNHeE9-O8my7bnHmjsZrOOOSgTVsfdq66w59fcGS24HmZXqNJUUhXfv0oZawfd3GG_IZNf2W48,The Emperor with New Clothes #111300105,0.035,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111300105
114,ETH,https://lh3.googleusercontent.com/Yv3qCYRzObv_qNex-OCSYva_lHrnbTcwX0BVQxLjoRpkoZkIQeeRsp9I5bQz7V2qctFzA5TeEjgFjWnZhDJ8t5n0,Collecting in Summer #112200007,0.09,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112200007
115,ETH,https://lh3.googleusercontent.com/Qc-3Y4-v2pEB4K-1ds1DiJ8ATph5eT4N6MgIbg4Tl1-5Q-vslFX78fr12MjcNqr4NW1x97EjQ6ZICEo2kRCs7vvu,Killer Sweet #111150417,0.35,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111150417
116,ETH,https://lh3.googleusercontent.com/q9s-iUWWL__1RrJoOc9hmMiPPVil_lOOHS42gPmlp_pVJZTCHfNwO-806KQW_e9D8X7fvALy7GXrveg3o8hd2GGK,Princess Blossom #111000015,4.6,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111000015
117,ETH,https://lh3.googleusercontent.com/Qc-3Y4-v2pEB4K-1ds1DiJ8ATph5eT4N6MgIbg4Tl1-5Q-vslFX78fr12MjcNqr4NW1x97EjQ6ZICEo2kRCs7vvu,Killer Sweet #111150335,0.21,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111150335
118,ETH,https://lh3.googleusercontent.com/Qc-3Y4-v2pEB4K-1ds1DiJ8ATph5eT4N6MgIbg4Tl1-5Q-vslFX78fr12MjcNqr4NW1x97EjQ6ZICEo2kRCs7vvu,Killer Sweet #111150203,0.21,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111150203
119,ETH,https://lh3.googleusercontent.com/U-RIm7bfwyRI1t9TZTr9o7NjcvNAC05OWB9PnupMkN6rmVXlvuR_SUDj3i8Mh4XKBbEIHFYpXJUXL_SMbrb-NCE,Killer Sweet #111150168,0.2,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111150168
120,ETH,https://lh3.googleusercontent.com/Qc-3Y4-v2pEB4K-1ds1DiJ8ATph5eT4N6MgIbg4Tl1-5Q-vslFX78fr12MjcNqr4NW1x97EjQ6ZICEo2kRCs7vvu,Killer Sweet #111150164,0.2,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111150164
121,ETH,https://lh3.googleusercontent.com/Qc-3Y4-v2pEB4K-1ds1DiJ8ATph5eT4N6MgIbg4Tl1-5Q-vslFX78fr12MjcNqr4NW1x97EjQ6ZICEo2kRCs7vvu,Killer Sweet #111150154,0.22,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/111150154
122,ETH,https://lh3.googleusercontent.com/HrV5iKG3PyMohciv4ogXpXMMIzTn49YQptjeZRAPun9k97dkQnTFCaVCwUiI2abAfo3j7nJ_9dUOExx3_Pf79eU,Shimariskr #112050011,0.7,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/112050011
123,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900643,0.35,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900643
124,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750614,0.24,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750614
125,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800610,0.24,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800610
126,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900625,0.048,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900625
127,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750605,0.4,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750605
128,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750604,0.4,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750604
129,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750601,0.1,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750601
130,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900612,0.058,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900612
131,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750583,0.1,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750583
132,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900595,0.065,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900595
133,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900588,0.07,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900588
134,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900587,0.05,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900587
135,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900583,0.044,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900583
136,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750560,0.05,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750560
137,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750557,0.2,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750557
138,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800548,0.18,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800548
139,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750553,0.18,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750553
140,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900576,0.19,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900576
141,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900574,0.095,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900574
142,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800538,0.167,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800538
143,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900562,0.15,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900562
144,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800530,0.12,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800530
145,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800526,0.1,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800526
146,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750531,0.05,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750531
147,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800506,0.048,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800506
148,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800502,0.08,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800502
149,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800489,0.044,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800489
150,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800487,0.07,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800487
151,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900523,0.095,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900523
152,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750475,0.16,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750475
153,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800466,0.17,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800466
154,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750474,0.15,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750474
155,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800465,0.29,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800465
156,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900506,0.29,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900506
157,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800464,0.05,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800464
158,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900493,0.06,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900493
159,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750447,0.05,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750447
160,ETH,https://lh3.googleusercontent.com/02kUhDg1EqYQSaH-5jsy5jDg9aKFXWWvU0s4yXjZT0AtEraXcsoEh6hLOlpzGy1NjuQv_g4jjVOC8fxaQKKlWQYQ,Moshobo #110750437,0.499,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750437
161,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800435,0.045,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800435
162,ETH,https://lh3.googleusercontent.com/DIvPHTw94HC4R7NihlHINPBYwuE2NjDgWgDRJaYKV2IrXqj5Ch0D0BAsVFEzE-caIIHAAi7HnrhDlmyQGoZuaFgp,Moshobo #110750430,0.03,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110750430
163,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900451,0.048,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900451
164,ETH,https://lh3.googleusercontent.com/BS4d83lz3Jr6IBxZiMWT7C5L1DeymZYtsFc1sUWVwd3HsmQsfl9wVyNe3tNzXeKPxXpx2XSp5asTnJDPsMYv9qI,Vampire Road #110900442,0.095,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110900442
165,ETH,https://lh3.googleusercontent.com/qwj50akR0coEab_Rw36glLRbkwtTLhElqyYFp54W_HGwkjup9RmTz7yKdoo82L9v3uEej0app4-pPdMgf40JbhE,Minerva #110800399,0.3,https://opensea.io/assets/0x67cbbb366a51fff9ad869d027e496ba49f5f6d55/110800399
